customer_id,code,name,status,address_used,latitude,longitude,accuracy,match_precision,notes
648,HASS001,HASSLE FREE HEALTHCARE LTD,updated,"4 Buckland Road
Leicester
LE5 0NT",52.6473597,-1.1035824,50,RANGE_INTERPOLATED,"Google match: '4 Buckland Rd, Leicester LE5 0NT, UK'"
649,HB001,H B SONS LTD,updated,"75 Victoria Rd West
Cleveleys
FY5 1AJ",53.8773135,-3.0410902,10,ROOFTOP,"Google match: '75 Victoria Rd W, Cleveleys, Thornton-Cleveleys FY5 1AJ, UK'"
650,HE002,HEBE RETAIL LTD,updated-low-confidence,"44c Bastion Wynd
Thistles Shopping Centre
Stirling
FK 8 2EE",56.1177196,-3.9354394,200,GEOMETRIC_CENTER,"Google match: 'Goosecroft Rd, Stirling FK8 2EA, UK'; partial match; LOW CONFIDENCE - review manually"
651,HE003,SPORTSDIRECT.COM RETAIL LTD,updated,"Enkalon Industrial Estate
Randalstown Road
Antrim
BT41 4LD",54.7274644,-6.2325743,10,ROOFTOP,"Google match: 'Enkalon Industrial Estate, 25 Randalstown Rd, Antrim BT41 4LJ, UK'"
652,HEA1001,HEALTHY DAYS,updated-low-confidence,"Kilbreg
Ladiesbridge
Castlemar",51.8927709,-8.098951699999999,3000,APPROXIMATE,"Google match: 'Kilbree, Co. Cork, Ireland'; partial match; LOW CONFIDENCE - review manually"
653,HELE001,HELEY INTERNATIONAL LTD,updated,"Trafalgar House
712 London Road
West Thurrock
RM20 3JT",51.4763033,0.2717214,10,ROOFTOP,"Google match: 'Trafalgar House, 712 London Rd, West Thurrock, Grays RM20 3JT, UK'"
654,HEND001,HENDERSON FOOD HALLS LTD,updated-low-confidence,BT52 1BG,55.1323142,-6.673028899999999,3000,APPROXIMATE,"Google match: 'Queen St, Coleraine BT52 1BG, UK'; LOW CONFIDENCE - review manually"
655,HER001,HERON FOODS,updated-low-confidence,"East Yorkshire
HU14 3HJ",53.7217218,-0.5349794,3000,APPROXIMATE,"Google match: 'North Ferriby HU14 3HJ, UK'; LOW CONFIDENCE - review manually"
656,HIT001,HOME IDEAS TRADING,updated,"15 Gloucester Avenue
SL1 3AW",51.5247802,-0.6135991,10,ROOFTOP,"Google match: '15 Gloucester Ave, Slough SL1 3AW, UK'"
657,Hom003,HOME KARE CO,updated-low-confidence,"UNIT 8 MARYLAND INDUSTRIAL ESTATE
286 BALLYGOWAN ROAD
MONEYREAGH,
Newtownards",54.5493427,-5.8396688,200,GEOMETRIC_CENTER,"Google match: 'Maryland Industrial Estate, 286 Ballygowan Rd, Belfast BT23 6BL, UK'; partial match; LOW CONFIDENCE - review manually"
658,hom2002,OGLAS LTD-HOME STORE AND MORE,updated-low-confidence,"Unit 10A/B
Manor West Retail Park
Tralee",52.26292429999999,-9.677879299999999,200,GEOMETRIC_CENTER,"Google match: 'Manor West Retail Park, Tralee, Co. Kerry, Ireland'; partial match; LOW CONFIDENCE - review manually"
659,HOMB002,HOMEBASE,updated-low-confidence,"Octavian Park Dist Centre
1-5 Claudius Way
Wellingborough
NN8 2DH",52.2903823,-0.664153,10,ROOFTOP,"Google match: '62 Higham Rd, Irchester, Wellingborough NN8 2DH, UK'; partial match; LOW CONFIDENCE - review manually"
660,Home001,HOMEFRONT,updated-low-confidence,"Bandon Road Roundabout
Bishopstown",51.8748436,-8.5234522,200,GEOMETRIC_CENTER,"Google match: 'Bandon Rd Roundabout, Bishopstown, Cork, Ireland'; LOW CONFIDENCE - review manually"
661,HOME002,HOME FX,updated,"47-51 High Street
Skegness,
PE25 3NY",53.1427013,0.3388415,10,ROOFTOP,"Google match: '47-51 High St, Skegness PE25, UK'"
662,HOMEINN001,HOME INNOVATIONS,updated-low-confidence,"Unit 1 Centenary Link
Gusiness Circle Trafford Park
Manchester
M17 1EB",53.4747979,-2.3272197,200,GEOMETRIC_CENTER,"Google match: 'Centenary Way, Trafford Park, Stretford, Manchester M17 1EA, UK'; partial match; LOW CONFIDENCE - review manually"
663,HOO001,HOOTY'S MEGASTORE,updated-low-confidence,"Unit 1
Maple Leaf Ind Est
Bloxwich Lane (M6 J10)
WS2 8TF",52.5903085,-2.0094014,200,GEOMETRIC_CENTER,"Google match: 'Ind Est, 11 Maple Leaf, Bloxwich Ln, Walsall WS2 8TF, UK'; partial match; LOW CONFIDENCE - review manually"
664,Hub001,HUB RETAIL LTD,updated-low-confidence,"Unit 38 New Arkwright Centre
Arndale Centre
Manchester
M4 3AQ",53.4842398,-2.2426111,3000,APPROXIMATE,"Google match: 'Manchester M4 3AQ, UK'; partial match; LOW CONFIDENCE - review manually"
665,HUGG001,HUGGABLES LTD,updated-low-confidence,"JNR House
Hollyroad
Red Marsh Industrial Estate
FY5 4HH",53.88069789999999,-3.0050633,3000,APPROXIMATE,"Google match: 'Holly Rd, Thornton-Cleveleys FY5 4HH, UK'; partial match; LOW CONFIDENCE - review manually"
666,HUT001,THE HUT GROUP,updated-low-confidence,"Omega Site
Skyline Drive
Warrington
WA5 3TP",53.405725,-2.6748122,200,GEOMETRIC_CENTER,"Google match: 'Skyline Dr, Burtonwood, Warrington WA5 3RN, UK'; LOW CONFIDENCE - review manually"
667,IA001,I A DISTRIBUTION,updated-low-confidence,"Hamilton Road
Kirkby In Ashfield
NG17 5LD",53.1237736,-1.2320348,200,GEOMETRIC_CENTER,"Google match: 'Hamilton Rd, Sutton-in-Ashfield NG17 5LD, UK'; LOW CONFIDENCE - review manually"
668,ICE001,ICELAND FOODS LTD,updated-low-confidence,"Hardwick Grange
Woolston
Warrington
WA1 4RF",53.4036644,-2.5258134,200,GEOMETRIC_CENTER,"Google match: 'Hardwick Grange, Woolston, Warrington WA1 4RF, UK'; LOW CONFIDENCE - review manually"
669,ILM001,ILMVORUR,updated,"Bolstadarhlid 54
105 Reykjavik",64.1354889,-21.8972259,10,ROOFTOP,"Google match: 'Bólstaðarhlíð 54 105, 105 Reykjavík, Iceland'"
670,INN001,INNOX TRADING LTD,updated-low-confidence,"37 Greenhey Place
East Gillibrands
Skelmersdale
WN8 9SA",53.545056,-2.7899514,10,ROOFTOP,"Google match: '37 Greenhey Pl, Gillibrands Rd, East, Skelmersdale WN8 9SA, UK'; partial match; LOW CONFIDENCE - review manually"
671,INTAM001,INTAMARQUE LTD,updated-low-confidence,"Alexandra Way
Ashchurch
Tewkesbury
GL20 8NB",51.9980409,-2.1209042,200,GEOMETRIC_CENTER,"Google match: 'Alexandra Way, Ashchurch, Tewkesbury GL20 8NB, UK'; LOW CONFIDENCE - review manually"
672,INTERFR001,FUTURA FINANCES,updated-low-confidence,"Espace Plaisance (Moreau P&F)
Zon Plaisance Rte
Villefranche
41200",47.3343557,1.7490953,10,ROOFTOP,"Google match: '6 Rue de Plaisance, 41200 Romorantin-Lanthenay, France'; partial match; LOW CONFIDENCE - review manually"
673,Irish001,TOMMY JOYCE'S SUPERSTORES LTD,updated-low-confidence,"Clooneygrasson
Roscommon Road
Ballymoe
Co. Roscommon, F45 EP46",53.688335,-8.4009891,3000,APPROXIMATE,"Google match: 'Cloonagrassan, Co. Roscommon, F45 EP46, Ireland'; partial match; LOW CONFIDENCE - review manually"
674,ITM001,ITM LEISURE EUROPE LTD,updated-low-confidence,"Unit 3
Kirkham Trading Park
Kirkham
PR4 3RB",53.75569729999999,-2.866298,10,ROOFTOP,"Google match: '3 Kirkham Rd, Freckleton, Preston PR4 1HS, UK'; partial match; LOW CONFIDENCE - review manually"
675,J003,JEYLANDS,updated-low-confidence,Cork,51.8985143,-8.4756035,3000,APPROXIMATE,"Google match: 'Cork, Ireland'; LOW CONFIDENCE - review manually"
676,JAVA001,THE JAVA STORE,updated-low-confidence,"SJS Furniture
Unit 13,Paynes Business Park,Dereham Road,
Beeston
Norfolk, PE32 2NQ",52.7041361,0.8259000999999999,200,GEOMETRIC_CENTER,"Google match: 'Unit 13/Paynes Business Park/Dereham Rd, Beeston, King's Lynn PE32 2NQ, UK'; partial match; LOW CONFIDENCE - review manually"
677,JAWO001,J.A. WOLL HANDELS GMBH,updated,"Am Kahlberg 6
Soltau
29614",52.9691519,9.822958600000002,10,ROOFTOP,"Google match: 'Am Kahlberg 6, 29614 Soltau, Germany'"
678,JD001,JD WILLIAMS & COMPANY LTD,updated,"Lilac Mill
Beal Lane
Shaw,
Oldham, OL2 8PJ",53.57489589999999,-2.088068,10,ROOFTOP,"Google match: 'Lilac & Briar Mills, Beal Ln, Shaw, Oldham OL2 8PJ, UK'"
679,JEG001,J&E GROUP LTD/ MAXIDEALS,updated-low-confidence,"Thorncliffe Business Park
Unit 21
Newton Chambers Road
S35 2PH",53.4736741,-1.4768999,200,GEOMETRIC_CENTER,"Google match: 'Thorncliffe Business Park, Newton Chambers Rd, Chapeltown, Sheffield S35 2PH, UK'; LOW CONFIDENCE - review manually"
680,JFM001,JFM CORK,updated-low-confidence,"Units 10 & 11
South Ring West Business park
Tramore Road",51.8765949,-8.4809116,200,GEOMETRIC_CENTER,"Google match: 'Tramore Rd, Cork, Ireland'; partial match; LOW CONFIDENCE - review manually"
681,JG001,JGM WHOLESALE LTD,updated,"79 Commerce Street
Glasgow
G5 8EP",55.85247279999999,-4.2602908,10,ROOFTOP,"Google match: '79 Commerce St, Kinning Park, Glasgow G5 8EP, UK'"
682,JIG001,JIG UK LTD,updated,"Unit 20 Alliedway
Warpleway
London
W3 0RQ",51.505173,-0.2550441,10,ROOFTOP,"Google match: '20 Allied Way, London W3 0RF, UK'"
683,JOHNS001,JOHNSON BROTHERS (BELFAST) LIMITED,updated,"137 Hillsborough Old Road
Lisburn
BT27 5QR",54.5008591,-6.041226099999999,10,ROOFTOP,"Google match: '137 Hillsborough Old Rd, Lisburn BT27 5QR, UK'"
684,JOY001,MAJOR,updated-low-confidence,"Roscommon Road
Ballymoe",53.69402789999999,-8.4618058,3000,APPROXIMATE,"Google match: 'Durrow, Ballymoe, Co. Galway, Ireland'; partial match; LOW CONFIDENCE - review manually"
685,JS001,JS-MARKETING (NI) LTD,updated,"134a Head Road
Ballymartin
BT34 4PX",54.123382,-5.977043600000001,10,ROOFTOP,"Google match: '134a Head Rd, Ballymartin, Newry BT34 4PX, UK'"
686,JTF001,JTF WHOLESALE LIMITED,updated-low-confidence,"Tuxford Crossdock
Walker Ind Est
Ollerton Road
Tuxford, NG22 0PQ",53.23137810000001,-0.9152189,200,GEOMETRIC_CENTER,"Google match: 'Walkers Industrial Estate, Ollerton Rd, Tuxford, Newark NG22 0PQ, UK'; partial match; LOW CONFIDENCE - review manually"
687,KEM001,ALPCO LTD T/A KEMNEEDS,updated-low-confidence,"7 Springfarm Ind Estate
Ballymena Road
Antrim
BT41 4NT",54.72573629999999,-6.2217303,200,GEOMETRIC_CENTER,"Google match: 'Springfarm Industrial Estate, Ballymena Rd, Antrim BT41 4JR, UK'; partial match; LOW CONFIDENCE - review manually"
688,KER002,KERI ANNS LTD,updated-low-confidence,"Unit 7 Grendon House Farm
Warton Lane
Grendon
Atherstone, CV9 3DT",52.6123254,-1.5748425,200,GEOMETRIC_CENTER,"Google match: 'Warton Ln, Grendon, Atherstone CV9 3DT, UK'; partial match; LOW CONFIDENCE - review manually"
689,KI001,KING GM WHOLESALE CASH & CARRY,updated,"59B Derby St
Manchester
M8 8HE",53.4957751,-2.2469126,10,ROOFTOP,"Google match: '59B Derby St, Cheetham Hill, Manchester M8 8HW, UK'"
690,KM001,KM AGENCIES,updated-low-confidence,"2 Glenburn Road
College Milton North Industrial Estate
East Kilbride
Glasgow, G74 5BA",55.7682161,-4.2094603,10,ROOFTOP,"Google match: '2 Glenburn Rd, East Kilbride, Glasgow G74 5BA, UK'; partial match; LOW CONFIDENCE - review manually"
691,KOS001,KOSMELITA,updated,"Taikos pr. 100
LT-51194
Kaunas",54.9152576,24.0027762,10,ROOFTOP,"Google match: 'Taikos pr. 100, Kaunas, 51194 Kauno m. sav., Lithuania'"
692,KWW001,KWW MANAGEMENT LTD,updated-low-confidence,"Padholme Rd E
Peterborough
PE1 5XL",52.5773862,-0.2145673,200,GEOMETRIC_CENTER,"Google match: 'Padholme Rd E, Peterborough PE1 5XL, UK'; LOW CONFIDENCE - review manually"
693,L0001,LEISURETIME CATERING LTD,updated-low-confidence,"Units 13/14/15 Northlink Business Park,Coes Road
Dundalk",54.0025622,-6.381707,10,ROOFTOP,"Google match: 'North Link Business Park, Coes Rd, Marshes Lower, Dundalk, Co. Louth, Ireland'; partial match; LOW CONFIDENCE - review manually"
694,LCT001,LTC DISTRIBUTORS (SCOTLAND) LTD,updated,"135 Centre Street
Tradeston
Glasgow
G5 8ED",55.8528385,-4.261637800000001,10,ROOFTOP,"Google match: '135 Centre St, Kinning Park, Glasgow G5 8ED, UK'"
695,LITT001,LITTLEWOODS CLEARANCE,updated-low-confidence,"Croal Mill
Blackshaw Lane
Bolton
BL3 5PL",53.5723494,-2.4527527,200,GEOMETRIC_CENTER,"Google match: 'Blackshaw Ln, Bolton BL3 5QA, UK'; LOW CONFIDENCE - review manually"
696,LUX001,LUX GIFTS,updated,"102 Brighton Road
Purley
CR8 4DB",51.3323082,-0.1242765,10,ROOFTOP,"Google match: 'Imperial Parade, 102 Brighton Rd, Purley CR8 4DB, UK'"
697,MAJ001,MAJOR IMPORT EXPORT LTD,updated-low-confidence,"c/o Big Red Living The Dream Ltd
Koprite House
Wilton Road,
Humberstone,Grimsby, DN36 4AP",53.535236,-0.0474412,10,ROOFTOP,"Google match: 'Koprite House, Humberston, Grimsby DN36 4AW, UK'; partial match; LOW CONFIDENCE - review manually"
698,MANCH001,MANCHESTER ASSET MANAGEMENT LTD,updated-low-confidence,"Arrow Mill
Queensway
OL112YW",53.59478559999999,-2.1734135,200,GEOMETRIC_CENTER,"Google match: 'Arrow Mill, Queensway, Rochdale OL11 2NY, UK'; LOW CONFIDENCE - review manually"
699,MBB001,M&B BARGAINS,updated-low-confidence,"Unit B3
Graylaw Industrial Estate
Wareing Road
Aintree, L9 7AU",53.4616098,-2.9469171,200,GEOMETRIC_CENTER,"Google match: 'Wareing Rd, Fazakerley, Liverpool L9, UK'; partial match; LOW CONFIDENCE - review manually"
700,MCKE001,PA MCKEEVER LIMITED T/A MCKEEVERS CHEMISTS,updated,"58 Hamiltonsbawn Road
Armagh
BT60 1HW",54.3481331,-6.6305119,10,ROOFTOP,"Google match: 'Cross House, Hamiltonsbawn Road Industrial Estate, 58 Hamiltonsbawn Rd, Armagh BT60 1HW, UK'"
701,MCKEEV001,DO NOT USE,updated-low-confidence,"Hamiltonsbawn Road Industrial Estate
58a Hamiltonsbawn Road
Armagh
BT61 1HW",54.349661,-6.6334792,200,GEOMETRIC_CENTER,"Google match: 'Hamiltonsbawn Road Industrial Estate, Armagh, UK'; partial match; LOW CONFIDENCE - review manually"
702,MD001,M&D STORES LTD,updated-low-confidence,6 Hardshaw Centre,53.4525753,-2.7341498,200,GEOMETRIC_CENTER,"Google match: 'Church St, St Helens, Saint Helens WA10 1EB, UK'; partial match; LOW CONFIDENCE - review manually"
703,MEAGHERS001,MEAGHER'S PHARMACY,updated,"10 Upper Baggot Street
Dublin 4",53.3338706,-6.244589,10,ROOFTOP,"Google match: '10 Baggot Street Upper, Dublin 4, D04 KT35, Ireland'"
704,MEC001,MECCA BINGO,updated-low-confidence,"Northwest Storage
5 Bond Street
Manchester
M12 6HW",53.47375640000001,-2.2257076,3000,APPROXIMATE,"Google match: 'Manchester M12 6HW, UK'; partial match; LOW CONFIDENCE - review manually"
705,MIG001,MIGHTY PRICE LTD,updated-low-confidence,"Pennyburn Ind Est
Derry",55.0138735,-7.3260733,200,GEOMETRIC_CENTER,"Google match: 'Pennyburn Industrial Estate, Londonderry BT48, UK'; LOW CONFIDENCE - review manually"
706,MIST001,MISTER DISCOUNTS LTD,updated-low-confidence,"Unit 1&2
Harris Business Park
Bromsgrove
B60 4DJ",52.2996069,-2.0741459,200,GEOMETRIC_CENTER,"Google match: 'Harris Business Park, Hanbury Rd, Stoke Prior, Bromsgrove B60 4FG, UK'; partial match; LOW CONFIDENCE - review manually"
707,MNB001,MNB VARIETY IMPORTS PTY. LTD.,updated,"318 Horsley Rd
Milperra,
NSW 2114",-33.9370062,150.9960083,10,ROOFTOP,"Google match: '318 Horsley Rd, Milperra NSW 2214, Australia'"
708,MORRIS001,MORRIS AND SON (LEEDS) LTD,updated-low-confidence,"Unit 1
Silkstone Court
Upper Cliffe Road
Dodworth Business park, S75 3SP",53.54657659999999,-1.5334062,10,ROOFTOP,"Google match: 'Dodworth Business Park, Unit 2 Upper Cliffe Rd, South, Dodworth, Barnsley S75 3SP, UK'; partial match; LOW CONFIDENCE - review manually"
709,MPMA001,MPMA ENTERPRISES LTD,updated,"9 North Street
Wexford
Y34PC60",52.3959694,-6.944035,10,ROOFTOP,"Google match: '9 North St, New Ross, Co. Wexford, Y34 PC60, Ireland'"
710,MPS001,MIKKA LTD,updated,"115 Commerce St
Glasgow
G5 8DL",55.851552,-4.2607069,10,ROOFTOP,"Google match: '115 Commerce St, Kinning Park, Glasgow G5 8DL, UK'"
711,MRG001,MR G VARIETY STORE,updated,"68 Scraghey Road
Castlederg
Co Tyrone
BT81 7SL",54.6418478,-7.648239199999999,10,ROOFTOP,"Google match: '68 Scraghy Rd, Killen, Castlederg BT81 7SL, UK'"
712,MRGV001,MR G'S VARIETY STORE,updated-low-confidence,"68 Scaraghey Road
Castlederg
Co Tyrone
BT81 7SL",54.6271188,-7.635309700000001,3000,APPROXIMATE,"Google match: 'Scraghy Rd, Killen, Castlederg BT81 7SL, UK'; partial match; LOW CONFIDENCE - review manually"
713,MS001,MST TOILETRIES-SERT MST,updated-low-confidence,"Glaisdale Drive East
Bilborough
Nottingham
NG8 4GU",52.9620345,-1.2227444,200,GEOMETRIC_CENTER,"Google match: 'Glaisdale Dr E, Nottingham NG8, UK'; LOW CONFIDENCE - review manually"
714,NE001,NEWELL STORES,skipped-no-address,,,,,,
715,NICE001,NICE PRICE,updated-low-confidence,"Century Wharf
Crayford Creek Road
DA1 4QG",51.4590203,0.1996623,200,GEOMETRIC_CENTER,"Google match: 'Crayford Crk Rd, Dartford DA1 4QG, UK'; partial match; LOW CONFIDENCE - review manually"
716,NIE001,NIELD ON DEMAND LTD,skipped-no-address,,,,,,
717,NORM001,NORMAL A/S,updated,"Kildeparken 36
8722 Hedensted",55.77916980000001,9.6627265,10,ROOFTOP,"Google match: 'Kildeparken 36, 8722 Hedensted, Denmark'"
718,NORTH002,NORTHERN MARKETING SERVICES LTD,updated-low-confidence,"Turner Road
Nelson
Lancashire
BB9 7DR",53.8340595,-2.2289129,200,GEOMETRIC_CENTER,"Google match: 'Turner Rd, Nelson BB9 7DR, UK'; LOW CONFIDENCE - review manually"
719,NU001,NU MODE INTERNATIONAL LTD,updated-low-confidence,"The Coach House
Little Stannalls
Bittell Rd
Barnt Green, B48 7BN",52.3634085,-1.969615,10,ROOFTOP,"Google match: 'Little Stannells, Bittell Rd, Alvechurch, Birmingham B48 7BN, UK'; partial match; LOW CONFIDENCE - review manually"
720,OHS001,ONLINE HOME SHOP LTD,updated-low-confidence,M28 2LX,53.51433669999999,-2.3559455,3000,APPROXIMATE,"Google match: 'Priestley Rd, Wardley, Worsley, Manchester M28 2LX, UK'; LOW CONFIDENCE - review manually"
721,OLDGR001,OLD GREEN LTD T/A KINGDOM OF SWEETS,updated,"Trocadero
7-14 Coventry Street
London
W1D 7DH",51.5106013,-0.1329675,10,ROOFTOP,"Google match: 'London Trocadero, London W1D 7DH, UK'"
722,ONEB001,ONE BEYOND RETAIL LTD,updated-low-confidence,"Bays 1-2 Dearne Mills
Darton
Barnsley
S75 5NH",53.5822378,-1.5283996,200,GEOMETRIC_CENTER,"Google match: 'Dearne Mls, Darton, Barnsley S75 5NH, UK'; partial match; LOW CONFIDENCE - review manually"
723,ONEB002,ONE BEYOND RETAIL LTD,updated-low-confidence,"Bays 1-2 Dearne Mills
Darton
Barnsley
S75 5NH",53.5822378,-1.5283996,200,GEOMETRIC_CENTER,"Google match: 'Dearne Mls, Darton, Barnsley S75 5NH, UK'; partial match; LOW CONFIDENCE - review manually"
724,ONLINE001,ONLINE POUNDSHOP LIMITED,updated-low-confidence,"Poundshop Warehouse
Unit 8 Pacific Avenue
Wednesbury
WS10 7WP",52.54392499999999,-2.032639,10,ROOFTOP,"Google match: 'Unit 8, Parkway, Pacific Ave, Wednesbury WS10 7WP, UK'; partial match; LOW CONFIDENCE - review manually"
725,OPAL001,OPAL PRODUCTS LIMITED,updated,"Unit 27 Swannington Road
Cottage Lane Industrial Estate
Broughton Astley
Leicestershire, LE9 6TU",52.5291558,-1.2138073,10,ROOFTOP,"Google match: '27 Swannington Rd, Broughton Astley, Leicester LE9 6TU, UK'"
726,OT001,OTTO'S AG,updated-low-confidence,"WASSWERMATTE 3
6210 Suree",47.182098,8.1078188,10,ROOFTOP,"Google match: 'Wassermatte 3, 6210 Sursee, Switzerland'; partial match; LOW CONFIDENCE - review manually"
727,OTT001,OTTERDENE PRODUCTS,updated,"Saunders Way
Kingsmill Ind Estate
Cullompton
Devon, EX15 1BS",50.8623288,-3.3795115,10,ROOFTOP,"Google match: 'Kingsmill Industrial Estate, Granary Court, Cullompton EX15 1BS, UK'"
728,OVER001,OVERSEAS IMPORTS SL,updated-low-confidence,"Park Industrial Estate
Liverpool Road
Ashton In Makerfield
WN4 0YU",53.4863264,-2.6614765,200,GEOMETRIC_CENTER,"Google match: 'Park Industrial Estate, Liverpool Rd, Ashton-in-Makerfield, Wigan WN4 0YU, UK'; LOW CONFIDENCE - review manually"
729,OZS001,OZSALE PTY LTD,updated-low-confidence,"Apscale
1 Brunel Road
Earlstreet Industrial Estate
Corby, NN17 4JW",52.5094498,-0.6891822999999999,10,ROOFTOP,"Google match: '1 Brunel Rd, Corby NN17 4SL, UK'; partial match; LOW CONFIDENCE - review manually"
730,PAD001,KELLY'S DISCOUNT DIRECT LTD,updated-low-confidence,"Srah
Ballinlough
Co. Roscommon
F45 RX93",53.7453848,-8.6418315,3000,APPROXIMATE,"Google match: 'Srah, Co. Roscommon, F45 RX93, Ireland'; LOW CONFIDENCE - review manually"
731,PAP001,PAPTEX TEXTILHANDELS GMBH,updated,"Hatlerstrasse 9a
A6850 Dornbirn
Dornbirn
A6850",47.40380829999999,9.7401844,10,ROOFTOP,"Google match: 'Hatlerstr. 9a, 6850 Dornbirn, Austria'"
732,PAULW001,PAUL WHITE WHOLESALE,updated,"255 Kingsway North
Team Valley Trading Estate
Gateshead
NE11 0JS",54.9368291,-1.6225503,10,ROOFTOP,"Google match: '255 Kingsway N, Gateshead NE11 0JS, UK'"
733,PC001,PAPER CHASE WHOLESALE,updated-low-confidence,"Wester Gourdie Industrial Est
Dundee
DD2 4UH",56.47614069999999,-3.0551035,3000,APPROXIMATE,"Google match: 'Nobel Rd, Dundee DD2 4UH, UK'; partial match; LOW CONFIDENCE - review manually"
734,PCO001,PRESTIGE COSMETICS LTD,updated,"90 North St
Manchester
M8 8RA",53.4958271,-2.2343136,10,ROOFTOP,"Google match: '90 North St, Cheetham Hill, Manchester M8 8RA, UK'"
735,PE001,POUND EMPIRE,updated-low-confidence,"St Pauls Mill
Barbara Street
Bolton
BL3 6UQ",53.5647378,-2.4445714,200,GEOMETRIC_CENTER,"Google match: 'Barbara St, Bolton BL3 6UQ, UK'; partial match; LOW CONFIDENCE - review manually"
736,PEP001,PEPKOR UK RETAIL LTD,updated-low-confidence,"1 Tetron Point
William Nadin Way
Swadlincote
DE11 0BB",52.7706897,-1.5828167,10,ROOFTOP,"Google match: 'Tetron Point, William Nadin Way, Swadlincote DE11 0BB, UK'; partial match; LOW CONFIDENCE - review manually"
737,PG001,PG STORES LTD,updated,"51 Westcliffe Drive
Layton
Blackpool
FY3 7BH",53.82938619999999,-3.0300872,10,ROOFTOP,"Google match: '51 Westcliffe Dr, Blackpool FY3 7BH, UK'"
738,PHEBY001,PHEBY VENTURES LTD,updated-low-confidence,"Character Mailing Services
Heysham Road
L70 1JL",53.4814685,-2.9595438,200,GEOMETRIC_CENTER,"Google match: 'Heysham Rd, Bootle, Liverpool L70 1JL, UK'; LOW CONFIDENCE - review manually"
739,PJS001,PROPER JOB SUPERSTORES LTD,updated-low-confidence,"Hannah More Road
Nailsea
Bristol
BS48 4RZ",51.4289019,-2.7762792,200,GEOMETRIC_CENTER,"Google match: 'Hannah More Rd, Nailsea, Bristol BS48 4RZ, UK'; LOW CONFIDENCE - review manually"
740,PL001,POUNDLAND LTD,updated-low-confidence,"Poundland Distribution Centre
Fourth Avenue
(Access via Elizabeth Way)
Harlow, Essex, CM19 5BD",51.7692499,0.0697344,200,GEOMETRIC_CENTER,"Google match: 'Fourth Ave, Harlow CM19 5AA, UK'; partial match; LOW CONFIDENCE - review manually"
741,PM001,POUNDMART (SCOTLAND) LTD,updated,"43-45 Woolwich New Road
Woolwich
London
SE18 6EU",51.4885235,0.06641459999999999,10,ROOFTOP,"Google match: '43 Woolwich New Rd, London SE18 6EU, UK'"
742,PMG001,PMG STORES LTD T/A THE EUROZONE,updated-low-confidence,"Cross Winds
Hawkfield
Newbridge
W12 PY17",53.19520470000001,-6.824602199999999,3000,APPROXIMATE,"Google match: 'Hawkfield, Co. Kildare, W12 PY17, Ireland'; LOW CONFIDENCE - review manually"
743,POU002,POUND PLUS DISTRIBUTION T/A POUND WHOLESALE,updated-low-confidence,"Whaley Range Business Park,Units 5-6 Boyle Street
Blackburn
BB1 6DG",53.7549822,-2.4774489,10,ROOFTOP,"Google match: 'Whalley Range Business, Boyle St, Blackburn BB1 6DG, UK'; partial match; LOW CONFIDENCE - review manually"
744,PP001,PEEPS POUND CITY WHOLESALE,updated,"269 Old Shettleston Road
Shettleston
Glasgow
G32 7HN",55.8535486,-4.174907999999999,10,ROOFTOP,"Google match: '269 Old Shettleston Rd, Glasgow G32 7HN, UK'"
745,PREC001,TAMAC SALES LTD,geocode-failed,"Morgans Yard
98 Avenue
Clones
H23 TP26",,,,,Address could not be geocoded
746,PRES001,THE PRESENT SHOP,updated-low-confidence,"Kirkcaldy
63/65 The Market",56.1210538,-3.1664369,3000,APPROXIMATE,"Google match: 'Kirkcaldy, UK'; partial match; LOW CONFIDENCE - review manually"
747,PRI002,PRIDE & JOY GROUP,updated-low-confidence,"Unit 1 Block B Killbarack Industrial Estate
Dublin 13",53.3944487,-6.149467899999999,3000,APPROXIMATE,"Google match: 'Kilbarrack Upper, Dublin 13, Ireland'; partial match; LOW CONFIDENCE - review manually"
748,PRICE001,PRICECHECK TOILETRIES LTD,updated-low-confidence,"Brookfields Way
Wath Upon Dearne
Rotherham
South Yorkshire",53.5081704,-1.3252609,200,GEOMETRIC_CENTER,"Google match: 'Brookfields Way, Wath upon Dearne, Rotherham S63, UK'; LOW CONFIDENCE - review manually"
749,PRIME001,PRIME CASH AND CARRY LONDON LTD,updated,"24 Rigg Approach
E1072N",51.5682172,-0.0407245,10,ROOFTOP,"Google match: 'e1072n, 24 Rigg Approach, London E10 7QN, UK'"
750,PS001,PHARMACY SUPPLIES LTD,updated-low-confidence,"The Business Centre
Old Railway Yard
5-7 Tobermore Rd
Draperstown, BT45 7AG",54.7957263,-6.7812468,10,ROOFTOP,"Google match: 'The Business Centre, Tobermore Rd, Draperstown, Magherafelt BT45 7AG, UK'; partial match; LOW CONFIDENCE - review manually"
751,PS003,CROWN CREST (LEICESTER) PLC T/A POUNDSTRETCHER,updated-low-confidence,"Crown Crest
Desford Lane
Kirby Muxloe
Leicester, LE9 2BJ",52.6348533,-1.2731708,200,GEOMETRIC_CENTER,"Google match: 'Desford Ln, Kirby Muxloe, Newtown Unthank, Leicester LE9 2BJ, UK'; LOW CONFIDENCE - review manually"
